page_id,violations,passes,total_checks,failure_rate,id,source_id,rank,title,type,issn,sjr,sjr_best_quartile,h_index,total_docs_2022,total_docs_3years,total_refs,total_cites_3years,citable_docs_3years,cites_per_doc_2years,ref_per_doc,country,region,publisher,coverage,categories,areas,url
768_home,2,85,87,0.022988505747126436,768,sjr_21100866005,768,Cancer Communications,journal,25233548,"2,677",Q1,69,110,260,6255,2613,186,"9,77","56,86",United Kingdom,Western Europe,John Wiley &amp; Sons Inc.,2017-2022,Cancer Research (Q1); Oncology (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine",https://onlinelibrary.wiley.com/journal/25233548
769_home,3,36,39,0.07692307692307693,769,sjr_18378,769,IEEE Transactions on Intelligent Transportation Systems,journal,"15580016, 15249050","2,674",Q1,182,2153,1478,95123,17482,1463,"11,49","44,18",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2000-2022,Automotive Engineering (Q1); Computer Science Applications (Q1); Mechanical Engineering (Q1),Computer Science; Engineering,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6979
76_home,2,85,87,0.022988505747126436,76,sjr_29949,76,Journal of Clinical Oncology,journal,"15277755, 0732183X","10,163",Q1,600,575,1639,16901,25122,1168,"16,30","29,39",United States,Northern America,Lippincott Williams and Wilkins Ltd.,1983-2022,Cancer Research (Q1); Medicine (miscellaneous) (Q1); Oncology (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine",https://ascopubs.org/journal/jco
770_home,25,1190,1215,0.0205761316872428,770,sjr_25725,770,World Politics,journal,"00438871, 10863338","2,670",Q1,122,16,58,1116,199,58,"3,55","69,75",United Kingdom,Western Europe,Cambridge University Press,1948-2022,Political Science and International Relations (Q1); Sociology and Political Science (Q1),Social Sciences,http://journals.cambridge.org/action/displayJournal?jid=WPO
771_home,2,793,795,0.0025157232704402514,771,sjr_21100924713,771,npj 2D Materials and Applications,journal,23977132,"2,665",Q1,43,87,189,5075,1820,189,"9,11","58,33",United Kingdom,Western Europe,Nature Publishing Group,2017-2022,Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1),Chemistry; Engineering; Materials Science; Physics and Astronomy,https://www.nature.com/npj2dmaterials/
772_home,4,117,121,0.03305785123966942,772,sjr_24025,772,Progress in Neurobiology,journal,"18735118, 03010082","2,664",Q1,249,98,275,13046,2412,262,"6,44","133,12",United Kingdom,Western Europe,Elsevier Ltd.,"1959, 1962, 1973-2022",Neuroscience (miscellaneous) (Q1),Neuroscience,https://www.journals.elsevier.com/progress-in-neurobiology
773_home,4,117,121,0.03305785123966942,773,sjr_22792,773,Industrial Marketing Management,journal,00198501,"2,658",Q1,161,240,675,22951,7206,622,"10,66","95,63",United States,Northern America,Elsevier Inc.,1971-2022,Marketing (Q1),"Business, Management and Accounting",https://www.journals.elsevier.com/industrial-marketing-management
774_home,1,233,234,0.004273504273504274,774,sjr_80280,774,Biochimica et Biophysica Acta - Reviews on Cancer,journal,0304419X,"2,657",Q1,151,132,323,21120,3899,321,"11,09","160,00",Netherlands,Western Europe,Elsevier,1974-2022,Cancer Research (Q1); Genetics (Q1); Oncology (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine",http://www.elsevier.com/wps/find/journaldescription.cws_home/506072/description#description
775_home,6,515,521,0.011516314779270634,775,sjr_21101089402,775,Advanced Fiber Materials,journal,"25247921, 2524793X","2,653",Q1,26,124,83,9861,1282,78,"16,47","79,52",United States,Northern America,Springer Nature,2019-2022,"Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Materials Science (miscellaneous) (Q1); Polymers and Plastics (Q1)",Materials Science,https://www.springer.com/journal/42765
776_home,3,36,39,0.07692307692307693,776,sjr_4000149002,776,IEEE Transactions on Information Forensics and Security,journal,15566013,"2,652",Q1,154,283,907,13380,7906,907,"8,03","47,28",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2006-2022,"Computer Networks and Communications (Q1); Safety, Risk, Reliability and Quality (Q1)",Computer Science; Engineering,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=10206
777_home,4,117,121,0.03305785123966942,777,sjr_21359,777,Seminars in Immunology,journal,"10445323, 10963618","2,652",Q1,141,42,173,5623,1466,155,"6,85","133,88",United States,Northern America,Academic Press Inc.,1989-2022,Immunology (Q1); Immunology and Allergy (Q1),Immunology and Microbiology; Medicine,https://www.journals.elsevier.com/seminars-in-immunology
778_home,2,85,87,0.022988505747126436,778,sjr_18110,778,Sociological Theory,journal,"07352751, 14679558","2,651",Q1,85,16,49,1543,218,49,"4,52","96,44",United Kingdom,Western Europe,SAGE Publications Ltd,1996-2022,Sociology and Political Science (Q1),Social Sciences,https://journals.sagepub.com/home/stx
779_home,7,541,548,0.012773722627737226,779,sjr_19700174935,779,Alzheimer's Research and Therapy,journal,17589193,"2,650",Q1,88,197,471,10300,4100,467,"8,18","52,28",United Kingdom,Western Europe,BioMed Central Ltd.,2010-2022,Cognitive Neuroscience (Q1); Neurology (Q1); Neurology (clinical) (Q1),Medicine; Neuroscience,https://alzres.biomedcentral.com/
77_home,2,76,78,0.02564102564102564,77,sjr_146172,77,Cell Metabolism,journal,15504131,"10,037",Q1,318,176,669,10589,14060,591,"19,45","60,16",United States,Northern America,Cell Press,2005-2022,Cell Biology (Q1); Molecular Biology (Q1); Physiology (Q1),"Biochemistry, Genetics and Molecular Biology",http://www.cell.com/cell-metabolism/
780_home,4,117,121,0.03305785123966942,780,sjr_13502,780,Developmental Review,journal,"02732297, 10902406","2,649",Q1,108,23,67,3188,553,67,"6,88","138,61",United States,Northern America,Mosby Inc.,1981-2022,"Developmental and Educational Psychology (Q1); Education (Q1); Experimental and Cognitive Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1)",Medicine; Psychology; Social Sciences,https://www.journals.elsevier.com/developmental-review
781_home,1,192,193,0.0051813471502590676,781,sjr_100459,781,International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS,conference and proceedings,-,"2,649",-,100,95,244,6363,2309,235,"8,01","66,98",United States,Northern America,Association for Computing Machinery (ACM),"1973, 1982, 1991-1992, 1994, 1998, 2000, 2002, 2006-2022",Hardware and Architecture; Information Systems; Software,Computer Science,https://asplos-conference.org/
782_home,4,117,121,0.03305785123966942,782,sjr_21100932830,782,Journal of Innovation and Knowledge,journal,"2444569X, 25307614","2,649",Q1,39,118,93,9020,1727,93,"20,31","76,44",Netherlands,Western Europe,Elsevier BV,2016-2022,Business and International Management (Q1); Economics and Econometrics (Q1); Management of Technology and Innovation (Q1); Marketing (Q1),"Business, Management and Accounting; Economics, Econometrics and Finance",https://www.journals.elsevier.com/journal-of-innovation-and-knowledge
783_home,4,117,121,0.03305785123966942,783,sjr_21101094482,783,Journal of the National Cancer Center,journal,"20968663, 26670054","2,649",Q1,5,38,19,2525,170,16,"8,95","66,45",China,Asiatic Region,Chinese National Cancer Center,2021-2022,Cancer Research (Q1); Hematology (Q1); Oncology (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine",https://www.sciencedirect.com/journal/journal-of-the-national-cancer-center
784_home,4,117,121,0.03305785123966942,784,sjr_19080,784,Computers in Industry,journal,01663615,"2,646",Q1,117,138,379,8077,5360,376,"12,04","58,53",Netherlands,Western Europe,Elsevier,1979-2023,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1),Computer Science; Engineering,https://www.sciencedirect.com/journal/computers-in-industry
785_home,4,117,121,0.03305785123966942,785,sjr_19900192513,785,Swarm and Evolutionary Computation,journal,22106502,"2,646",Q1,88,169,450,9776,5251,444,"10,86","57,85",Netherlands,Western Europe,Elsevier BV,2011-2022,Computer Science (miscellaneous) (Q1); Mathematics (miscellaneous) (Q1),Computer Science; Mathematics,https://www.journals.elsevier.com/swarm-and-evolutionary-computation
786_home,2,85,87,0.022988505747126436,786,sjr_19561,786,American Journal of Public Health,journal,"00900036, 15410048","2,645",Q1,293,550,1695,8021,6936,967,"4,15","14,58",United States,Northern America,American Public Health Association Inc.,"1949-1963, 1971-2022","Public Health, Environmental and Occupational Health (Q1)",Medicine,https://ajph.aphapublications.org/
787_home,4,117,121,0.03305785123966942,787,sjr_14704,787,Technological Forecasting and Social Change,journal,00401625,"2,644",Q1,155,788,1602,69506,22668,1583,"13,64","88,21",United States,Northern America,Elsevier Inc.,1970-2022,Applied Psychology (Q1); Business and International Management (Q1); Management of Technology and Innovation (Q1),"Business, Management and Accounting; Psychology",https://www.sciencedirect.com/journal/technological-forecasting-and-social-change
788_home,2,85,87,0.022988505747126436,788,sjr_29993,788,Annual Review of Nutrition,journal,"01999885, 15454312","2,643",Q1,174,18,56,2782,563,53,"8,07","154,56",United States,Northern America,Annual Reviews Inc.,1981-2022,Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1),Medicine; Nursing,https://www.annualreviews.org/journal/nutr
789_home,3,36,39,0.07692307692307693,789,sjr_21100338359,789,IEEE Journal of Emerging and Selected Topics in Power Electronics,journal,"21686785, 21686777","2,641",Q1,100,780,1210,22591,8047,1192,"6,50","28,96",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2022,Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1),Energy; Engineering,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6245517
78_home,2,85,87,0.022988505747126436,78,sjr_19584,78,Annual Review of Public Health,journal,"01637525, 15452093","9,963",Q1,166,29,86,3392,2111,56,"19,43","116,97",United States,Northern America,Annual Reviews Inc.,1980-2022,"Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1)",Medicine,https://www.annualreviews.org/journal/publhealth
790_home,9,452,461,0.019522776572668113,790,sjr_25487,790,Diabetes,journal,00121797,"2,635",Q1,359,248,752,10334,4913,685,"6,22","41,67",United States,Northern America,American Diabetes Association Inc.,1952-2022,"Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1)",Medicine,https://diabetes.diabetesjournals.org/
791_home,2,85,87,0.022988505747126436,791,sjr_21100430187,791,Digital Journalism,journal,"2167082X, 21670811","2,634",Q1,65,173,264,10552,2143,249,"6,56","60,99",United Kingdom,Western Europe,Taylor and Francis Ltd.,2013-2022,Communication (Q1),Social Sciences,https://www.tandfonline.com/toc/rdij20/current
792_home,4,117,121,0.03305785123966942,792,sjr_21100349533,792,Additive Manufacturing,journal,22148604,"2,633",Q1,114,675,1666,39736,20878,1664,"11,29","58,87",Netherlands,Western Europe,Elsevier BV,2014-2022,Biomedical Engineering (Q1); Engineering (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1); Materials Science (miscellaneous) (Q1),Engineering; Materials Science,https://www.journals.elsevier.com/additive-manufacturing
793_home,3,36,39,0.07692307692307693,793,sjr_5900153311,793,IEEE Journal on Selected Topics in Signal Processing,journal,19324553,"2,631",Q1,132,126,326,6087,3002,312,"8,16","48,31",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2007-2022,Electrical and Electronic Engineering (Q1); Signal Processing (Q1),Computer Science; Engineering,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=4200690
794_home,2,76,78,0.02564102564102564,794,sjr_5100155099,794,Qualitative Research in Psychology,journal,"14780895, 14780887","2,631",Q1,48,55,102,2888,1100,94,"14,29","52,51",United Kingdom,Western Europe,Taylor and Francis Ltd.,2004-2022,Psychology (miscellaneous) (Q1),Psychology,https://www.tandfonline.com/toc/uqrp20/current
795_home,4,117,121,0.03305785123966942,795,sjr_15461,795,Biotechnology Advances,journal,"18731899, 07349750","2,629",Q1,226,167,356,31361,6524,352,"16,74","187,79",United States,Northern America,Elsevier Inc.,1983-2022,Applied Microbiology and Biotechnology (Q1); Bioengineering (Q1); Biotechnology (Q1),"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Immunology and Microbiology",https://www.journals.elsevier.com/biotechnology-advances/
796_home,2,85,87,0.022988505747126436,796,sjr_21100788288,796,JACC: Basic to Translational Science,journal,2452302X,"2,629",Q1,50,146,385,4518,1958,217,"4,64","30,95",United States,Northern America,Elsevier Inc.,2016-2022,Cardiology and Cardiovascular Medicine (Q1),Medicine,http://basictranslational.onlinejacc.org/
797_home,2,85,87,0.022988505747126436,797,sjr_110527,797,Proceedings of the Annual ACM-SIAM Symposium on Discrete Algorithms,conference and proceedings,-,"2,626",-,104,149,549,5900,1725,544,"2,93","39,60",United States,Northern America,Association for Computing Machinery (ACM),"1990-1992, 1994-2022",Mathematics (miscellaneous); Software,Computer Science; Mathematics,https://epubs.siam.org/action/showPublications?pubType=proceedings&category=10.1555/category.40105908&expand=10.1555/category.40105908
798_home,4,117,121,0.03305785123966942,798,sjr_17421,798,Cytokine and Growth Factor Reviews,journal,"18790305, 13596101","2,621",Q1,175,50,172,6357,2076,160,"12,80","127,14",United Kingdom,Western Europe,Elsevier BV,"1990-1992, 1994-2022","Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Endocrinology, Diabetes and Metabolism (Q1); Immunology (Q1); Immunology and Allergy (Q1)","Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine",https://www.sciencedirect.com/journal/cytokine-and-growth-factor-reviews
799_home,34,602,636,0.05345911949685535,799,sjr_20039,799,International Journal of Operations and Production Management,journal,"17586593, 01443577","2,618",Q1,155,99,217,8681,2368,208,"10,11","87,69",United Kingdom,Western Europe,Emerald Group Publishing Ltd.,"1985, 1995-2022",Decision Sciences (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1),"Business, Management and Accounting; Decision Sciences",https://www.emeraldgrouppublishing.com/journal/ijopm?id=ijopm
79_home,5,544,549,0.009107468123861567,79,sjr_26756,79,Astronomy and Astrophysics Review,journal,"09354956, 14320754","9,937",Q1,74,8,24,2605,649,24,"22,44","325,63",Germany,Western Europe,Springer Verlag,"1989-2000, 2002-2004, 2006-2022",Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),Earth and Planetary Sciences; Physics and Astronomy,https://www.springer.com/journal/159
7_home,0,345,345,0.0,7,sjr_19434,7,MMWR Recommendations and Reports,journal,"10575987, 15458601","23,962",Q1,151,103,138,940,3469,133,"25,28","9,13",United States,Northern America,Centers for Disease Control and Prevention (CDC),1990-2022,"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)",Environmental Science; Health Professions; Medicine; Social Sciences,https://www.cdc.gov/mmwr/indrr_2020.html
800_home,5,530,535,0.009345794392523364,800,sjr_21100900364,800,Protection and Control of Modern Power Systems,journal,"23670983, 23672617","2,618",Q1,42,51,104,2328,1556,104,"15,44","45,65",Singapore,Asiatic Region,SpringerOpen,2018-2022,"Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1); Safety, Risk, Reliability and Quality (Q1)",Energy; Engineering,https://pcmp.springeropen.com/
801_home,2,85,87,0.022988505747126436,801,sjr_20356,801,Reviews in Medical Virology,journal,"10529276, 10991654","2,618",Q1,102,130,211,11820,2278,191,"12,05","90,92",United Kingdom,Western Europe,John Wiley and Sons Ltd,1991-2022,Infectious Diseases (Q1); Virology (Q1),Immunology and Microbiology; Medicine,https://onlinelibrary.wiley.com/journal/10991654
802_home,9,284,293,0.030716723549488054,802,sjr_21100244230,802,Alcohol research : current reviews,journal,"21694796, 21683492","2,617",Q1,107,13,43,1022,440,39,"3,73","78,62",United States,Northern America,National Institute on Alcohol Abuse and Alcoholism (NIAAA),2012-2022,Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1),Medicine; Psychology,https://www.arcr.niaaa.nih.gov/
