Title,"If filter ""v"", otherwise empty",Checked,Areas,Clean Up Areas (filter out unused Categories),URL
"Selecta Mathematica, New Series",v,TRUE,Mathematics; Physics and Astronomy,,https://www.springer.com/journal/29
Seminars in Arthritis and Rheumatism,,TRUE,Medicine,,https://www.journals.elsevier.com/seminars-in-arthritis-and-rheumatism
Seminars in Cancer Biology,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://www.journals.elsevier.com/seminars-in-cancer-biology
Seminars in Cell and Developmental Biology,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://www.sciencedirect.com/journal/seminars-in-cell-and-developmental-biology
Seminars in Hematology,,TRUE,Medicine,,https://www.sciencedirect.com/journal/seminars-in-hematology
Seminars in Immunology,,TRUE,Immunology and Microbiology; Medicine,,https://www.journals.elsevier.com/seminars-in-immunology
Seminars in Immunopathology,,TRUE,Immunology and Microbiology; Medicine,,https://www.springer.com/journal/281/?IFA
Seminars in Liver Disease,,TRUE,Medicine,,https://www.thieme-connect.com/products/ejournals/journal/10.1055/s-00000069
Seminars in Neurology,,TRUE,Medicine; Neuroscience,,https://www.thieme.com/books-main/neurology/product/2163-seminars-in-neurology
Seminars in Oncology,,TRUE,Medicine,,https://www.sciencedirect.com/journal/seminars-in-oncology
Seminars in Radiation Oncology,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://www.journals.elsevier.com/seminars-in-radiation-oncology
Seminars in Respiratory and Critical Care Medicine,,TRUE,Medicine,,https://www.thieme.com/books-main/internal-medicine/product/2166-seminars-in-respiratory-and-critical-care-medicine
Seminars in Thrombosis and Hemostasis,,TRUE,Medicine,,https://www.thieme.com/books-main/internal-medicine/product/2167-seminars-in-thrombosis-and-hemostasis
Sensors and Actuators B: Chemical,v,TRUE,Engineering; Materials Science; Physics and Astronomy,,https://www.journals.elsevier.com/sensors-and-actuators-b-chemical
Separation and Purification Technology,v,TRUE,Chemical Engineering; Chemistry,,http://www.elsevier.com/wps/find/journaldescription.cws_home/600251/description#description
Sex Roles,,TRUE,Psychology; Social Sciences,,https://www.springer.com/journal/11199
Sexual Medicine Reviews,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://www.journals.elsevier.com/sexual-medicine-reviews
Sexually Transmitted Diseases,,TRUE,Medicine,,https://journals.lww.com/stdjournal/pages/default.aspx
Sexually Transmitted Infections,,TRUE,Medicine,,https://sti.bmj.com/
Shiyou Xuebao/Acta Petrolei Sinica,v,TRUE,Chemical Engineering; Energy,,http://www.syxb-cps.com.cn/EN/column/item73.shtml
SIAM Journal of Scientific Computing,v,TRUE,Mathematics,,https://www.siam.org/publications/journals/siam-journal-on-scientific-computing-sisc
SIAM Journal on Applied Algebra and Geometry,v,TRUE,Mathematics,,https://www.siam.org/publications/journals/siam-journal-on-applied-algebra-and-geometry-siaga
SIAM Journal on Applied Dynamical Systems,v,TRUE,Mathematics,,https://www.siam.org/publications/journals/siam-journal-on-applied-dynamical-systems-siads
SIAM Journal on Computing,v,TRUE,Computer Science; Mathematics,,https://www.siam.org/publications/journals/siam-journal-on-computing-sicomp
SIAM Journal on Control and Optimization,v,TRUE,Mathematics,,https://www.siam.org/publications/journals/siam-journal-on-control-and-optimization-sicon
SIAM Journal on Mathematical Analysis,v,TRUE,Mathematics,,https://www.siam.org/publications/journals/siam-journal-on-mathematical-analysis-sima
SIAM Journal on Matrix Analysis and Applications,v,TRUE,Mathematics,,https://www.siam.org/publications/journals/siam-journal-on-matrix-analysis-and-applications-simax
SIAM Journal on Numerical Analysis,v,TRUE,Mathematics,,https://www.siam.org/publications/journals/siam-journal-on-numerical-analysis-sinum
SIAM Journal on Optimization,v,TRUE,Computer Science; Mathematics,,https://www.siam.org/publications/journals/siam-journal-on-optimization-siopt
SIAM Review,v,TRUE,Mathematics,,https://www.siam.org/publications/journals/siam-review-sirev
SIAM-ASA Journal on Uncertainty Quantification,v,TRUE,Decision Sciences; Mathematics,,https://www.siam.org/publications/journals/siam-asa-journal-on-uncertainty-quantification-juq
Signal Processing,v,TRUE,Computer Science; Engineering,,https://www.journals.elsevier.com/signal-processing
Signal Transduction and Targeted Therapy,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://www.nature.com/sigtrans/
Simulation Modelling Practice and Theory,v,TRUE,Computer Science; Mathematics,,https://www.sciencedirect.com/journal/simulation-modelling-practice-and-theory
Skeletal Muscle,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://skeletalmusclejournal.biomedcentral.com/
Sleep,,TRUE,Medicine,,https://academic.oup.com/sleep
Sleep Health,,TRUE,Neuroscience; Psychology; Social Sciences,,https://www.journals.elsevier.com/sleep-health
Sleep Medicine,,TRUE,Medicine,,https://www.journals.elsevier.com/sleep-medicine
Sleep Medicine Reviews,,TRUE,Medicine; Neuroscience,,https://www.journals.elsevier.com/sleep-medicine-reviews
SMAI Journal of Computational Mathematics,v,TRUE,Mathematics,,https://smai-jcm.centre-mersenne.org/
Small Business Economics,v,TRUE,"Business, Management and Accounting; Economics, Econometrics and Finance",,https://www.springer.com/journal/11187
Smart Cities,v,TRUE,Computer Science; Engineering; Social Sciences,,https://www.mdpi.com/journal/smartcities
Smart Energy,v,TRUE,Energy; Engineering; Environmental Science,,https://www.sciencedirect.com/journal/smart-energy
Smart Learning Environments,v,TRUE,Computer Science; Social Sciences,,https://slejournal.springeropen.com/
Smart Materials in Medicine,v,TRUE,Chemical Engineering; Engineering; Materials Science,,https://www.sciencedirect.com/journal/smart-materials-in-medicine
Social Cognitive and Affective Neuroscience,,TRUE,Medicine; Neuroscience; Psychology,,http://scan.oxfordjournals.org/
Social Forces,v,TRUE,Arts and Humanities; Social Sciences,,https://academic.oup.com/sf
Social Indicators Research,,TRUE,Arts and Humanities; Psychology; Social Sciences,,https://www.springer.com/journal/11205
Social Media and Society,v,TRUE,Computer Science; Social Sciences,,https://uk.sagepub.com/en-gb/eur/journal/social-media-society#description
Social Networks,,TRUE,Psychology; Social Sciences,,https://www.journals.elsevier.com/social-networks
Social Problems,v,TRUE,Social Sciences,,https://academic.oup.com/socpro
Social Psychiatry and Psychiatric Epidemiology,,TRUE,Medicine; Psychology; Social Sciences,,https://www.springer.com/journal/127
Social Psychology of Education,,TRUE,Psychology; Social Sciences,,https://www.springer.com/journal/11218
Social Science and Medicine,,TRUE,Arts and Humanities; Medicine; Social Sciences,,https://www.journals.elsevier.com/social-science-and-medicine
Social Science Research,v,TRUE,Social Sciences,,https://www.journals.elsevier.com/social-science-research
Socio-Economic Planning Sciences,v,TRUE,"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences",,https://www.journals.elsevier.com/socio-economic-planning-sciences
Sociological Science,v,TRUE,Social Sciences,,https://www.sociologicalscience.com/
Sociology of Religion,v,TRUE,Arts and Humanities; Social Sciences,,http://socrel.oxfordjournals.org/
Soft Robotics,,TRUE,"Biochemistry, Genetics and Molecular Biology; Computer Science; Engineering",,http://online.liebertpub.com/soro
SOIL,,TRUE,Agricultural and Biological Sciences,,https://www.soil-journal.net/
Soil and Tillage Research,,TRUE,Agricultural and Biological Sciences; Earth and Planetary Sciences,,https://www.journals.elsevier.com/soil-and-tillage-research
Soil Biology and Biochemistry,,TRUE,Agricultural and Biological Sciences; Immunology and Microbiology,,https://www.sciencedirect.com/journal/soil-biology-and-biochemistry
Soil Dynamics and Earthquake Engineering,,TRUE,Agricultural and Biological Sciences; Earth and Planetary Sciences; Engineering,,https://www.sciencedirect.com/journal/soil-dynamics-and-earthquake-engineering
Soils and Foundations,v,TRUE,Earth and Planetary Sciences; Engineering,,https://www.journals.elsevier.com/soils-and-foundations
Solar Energy,v,TRUE,Energy; Materials Science,,https://www.journals.elsevier.com/solar-energy
Solar Energy Materials and Solar Cells,v,TRUE,Energy; Materials Science,,https://www.journals.elsevier.com/solar-energy-materials-and-solar-cells
Solid Earth,,TRUE,Agricultural and Biological Sciences; Earth and Planetary Sciences,,https://www.solid-earth.net/
Space Science Reviews,v,TRUE,Earth and Planetary Sciences; Physics and Astronomy,,https://www.springer.com/journal/11214
SPE Journal,v,TRUE,Earth and Planetary Sciences; Energy,,https://www.onepetro.org/journals/SPE%20Journal/Preprint/Preprint
Spine Journal,,TRUE,Medicine,,https://www.journals.elsevier.com/the-spine-journal
Sport Management Review,,TRUE,"Business, Management and Accounting; Decision Sciences; Health Professions",,https://www.sciencedirect.com/journal/sport-management-review
Sports Medicine,,TRUE,Health Professions; Medicine,,https://www.springer.com/journal/40279
Sports Medicine - Open,,TRUE,Health Professions; Medicine,,https://sportsmedicine-open.springeropen.com/
SSM - Population Health,,TRUE,Medicine; Social Sciences,,https://www.sciencedirect.com/journal/ssm-population-health
Stanford Law Review,,TRUE,Medicine; Social Sciences,,http://www.stanfordlawreview.org/
Stata Journal,v,TRUE,Mathematics,,https://www.stata-journal.com/
Statistica Sinica,v,TRUE,Decision Sciences; Mathematics,,http://www3.stat.sinica.edu.tw/statistica/
Statistical Science,v,TRUE,Decision Sciences; Mathematics,,https://www.imstat.org/journals-and-publications/statistical-science/
Statistics and Computing,v,TRUE,Computer Science; Decision Sciences; Mathematics,,https://www.springer.com/journal/11222
Stem Cell Research and Therapy,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://stemcellres.biomedcentral.com/
Stem Cell Reviews and Reports,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://www.springer.com/journal/12015
Stochastic Processes and their Applications,v,TRUE,Mathematics,,https://www.journals.elsevier.com/stochastic-processes-and-their-applications
Stochastics and Partial Differential Equations: Analysis and Computations,v,TRUE,Mathematics,,https://www.springer.com/journal/40072
Stroke and Vascular Neurology,,TRUE,Medicine,,https://svn.bmj.com/?utm_source=google&utm_medium=cpc&utm_campaign=submissions&utm_content=bau&utm_term=stroke%20and%20vascular%20neurology&gclid=CjwKCAiA35rxBRAWEiwADqB377Fmta2eoUdSL51Bi_Glx1_h69EqR5rPIwdJzLtF1vjUBw0oREsUJBoCxQIQAvD_BwE
Structural Change and Economic Dynamics,v,TRUE,"Economics, Econometrics and Finance",,https://www.journals.elsevier.com/structural-change-and-economic-dynamics
Structural Dynamics,v,TRUE,Chemistry; Physics and Astronomy,,https://aca.scitation.org/journal/sdy
Structural Safety,v,TRUE,Engineering,,https://www.journals.elsevier.com/structural-safety
Studies in Comparative International Development,v,TRUE,Social Sciences,,https://www.springer.com/journal/12116
Studies in Mycology,,TRUE,Agricultural and Biological Sciences,,https://www.journals.elsevier.com/studies-in-mycology
Studies in Second Language Acquisition,v,TRUE,Social Sciences,,https://www.cambridge.org/core/journals/studies-in-second-language-acquisition
Studies in Second Language Learning and Teaching,v,TRUE,Social Sciences,,https://pressto.amu.edu.pl/index.php/ssllt/index
Sub-Cellular Biochemistry,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://www.springer.com/series/6515
Superconductor Science and Technology,v,TRUE,Engineering; Materials Science; Physics and Astronomy,,https://iopscience.iop.org/journal/0953-2048
Supply Chain Management,v,TRUE,"Business, Management and Accounting",,https://www.emeraldgrouppublishing.com/journal/scm
Supportive Care in Cancer,,TRUE,Medicine,,https://www.springer.com/journal/520
Surface and Coatings Technology,v,TRUE,Chemistry; Materials Science; Physics and Astronomy,,https://www.journals.elsevier.com/surface-and-coatings-technology
Surface Science Reports,v,TRUE,Chemistry; Materials Science; Physics and Astronomy,,https://www.journals.elsevier.com/surface-science-reports
Surgery,,TRUE,Medicine,,https://www.journals.elsevier.com/surgery
Surgery for Obesity and Related Diseases,,TRUE,Medicine,,https://www.journals.elsevier.com/surgery-for-obesity-and-related-diseases
Surgical Endoscopy and Other Interventional Techniques,,TRUE,Medicine,,https://www.springer.com/journal/464
Survey Research Methods,v,TRUE,Social Sciences,,https://ojs.ub.uni-konstanz.de/srm/srm
Surveys in Geophysics,v,TRUE,Earth and Planetary Sciences,,https://www.springer.com/journal/10712
"Sustainability Accounting, Management and Policy Journal",v,TRUE,"Business, Management and Accounting; Energy",,https://www.emeraldgrouppublishing.com/journal/sampj
Sustainability Science,v,TRUE,Environmental Science; Social Sciences,,https://www.springer.com/journal/11625
Sustainable Cities and Society,v,TRUE,Energy; Engineering; Social Sciences,,https://www.journals.elsevier.com/sustainable-cities-and-society
Sustainable Energy and Fuels,v,TRUE,Energy,,https://www.rsc.org/journals-books-databases/about-journals/sustainable-energy-fuels/
Sustainable Energy Technologies and Assessments,v,TRUE,Energy,,https://www.journals.elsevier.com/sustainable-energy-technologies-and-assessments
"Sustainable Energy, Grids and Networks",v,TRUE,Energy; Engineering,,https://www.journals.elsevier.com/sustainable-energy-grids-and-networks
Sustainable Materials and Technologies,v,TRUE,Energy; Engineering; Environmental Science; Materials Science,,https://www.sciencedirect.com/journal/sustainable-materials-and-technologies
