page_id,violations,passes,total_checks,failure_rate,id,source_id,rank,title,type,issn,sjr,sjr_best_quartile,h_index,total_docs_2022,total_docs_3years,total_refs,total_cites_3years,citable_docs_3years,cites_per_doc_2years,ref_per_doc,country,region,publisher,coverage,categories,areas,url,is_filter
4259_home,2,85,87,0.022988505747126436,4259,sjr_15807,4259,International Review of Administrative Sciences,journal,"00208523, 14617226","0,993",Q1,65,93,168,4473,598,164,"3,31","48,10",United Kingdom,Western Europe,SAGE Publications,1957-2022,Public Administration (Q1); Sociology and Political Science (Q1),Social Sciences,https://journals.sagepub.com/home/ras,False
4261_home,201,1417,1618,0.1242274412855377,4261,sjr_21100200208,4261,Asian Spine Journal,journal,"19767846, 19761902","0,992",Q1,40,116,353,3744,926,331,"2,65","32,28",South Korea,Asiatic Region,Korean Society of Spine Surgery,2011-2022,Orthopedics and Sports Medicine (Q1); Surgery (Q1),Medicine,https://asianspinejournal.org/,False
4262_home,2,85,87,0.022988505747126436,4262,sjr_27961,4262,Geophysical Prospecting,journal,"00168025, 13652478","0,992",Q1,91,131,430,5886,1101,419,"2,95","44,93",United Kingdom,Western Europe,Wiley-Blackwell,1953-2022,Geophysics (Q1); Geochemistry and Petrology (Q2),Earth and Planetary Sciences,https://onlinelibrary.wiley.com/journal/13652478,False
4263_home,2,85,87,0.022988505747126436,4263,sjr_19700201424,4263,Journal of Diabetes Investigation,journal,"20401116, 20401124","0,992",Q1,61,256,710,8301,2381,598,"2,88","32,43",Australia,Pacific Region,Blackwell Publishing Asia Pty Ltd,2010-2022,"Medicine (miscellaneous) (Q1); Endocrinology, Diabetes and Metabolism (Q2); Internal Medicine (Q2)",Medicine,https://onlinelibrary.wiley.com/journal/20401124,False
4264_home,2,85,87,0.022988505747126436,4264,sjr_19700170417,4264,Journal of Information Technology and Politics,journal,"19331681, 1933169X","0,992",Q1,46,45,85,2536,326,81,"3,63","56,36",United States,Northern America,Routledge,2008-2022,Computer Science (miscellaneous) (Q1); Public Administration (Q1); Sociology and Political Science (Q1),Computer Science; Social Sciences,https://www.tandfonline.com/loi/witp20,False
4267_home,4,117,121,0.03305785123966942,4267,sjr_20886,4267,Virology,journal,"00426822, 10960341","0,992",Q2,189,159,617,8552,2125,617,"3,74","53,79",United States,Northern America,Academic Press,"1944, 1955-2022",Virology (Q2),Immunology and Microbiology,https://www.journals.elsevier.com/virology,False
4268_home,2,85,87,0.022988505747126436,4268,sjr_31445,4268,American Journal of Medicine,journal,"00029343, 15557162","0,991",Q1,246,463,1617,8021,3226,851,"1,91","17,32",United States,Northern America,Elsevier,1946-2022,Medicine (miscellaneous) (Q1),Medicine,https://www.amjmed.com/,False
4269_home,11,593,604,0.018211920529801324,4269,sjr_13703,4269,Biology of Reproduction,journal,"00063363, 15297268","0,991",Q1,196,229,752,12804,2671,709,"3,27","55,91",United States,Northern America,Society for the Study of Reproduction,1969-2022,Medicine (miscellaneous) (Q1); Reproductive Medicine (Q1); Cell Biology (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine",https://academic.oup.com/biolreprod,False
426_home,3,771,774,0.003875968992248062,426,sjr_21100205926,426,Blood Cancer Journal,journal,20445385,"3,699",Q1,68,170,423,5210,3047,268,"7,69","30,65",United States,Northern America,Nature Publishing Group,2011-2022,Hematology (Q1); Oncology (Q1),Medicine,https://www.nature.com/bcj/,False
4271_home,91,1006,1097,0.0829535095715588,4271,sjr_14963,4271,Current Opinion in Pediatrics,journal,"10408703, 1531698X","0,991",Q1,96,96,344,4348,1192,320,"3,46","45,29",United States,Northern America,Lippincott Williams and Wilkins,1989-2022,"Pediatrics, Perinatology and Child Health (Q1)",Medicine,http://journals.lww.com/co-pediatrics/pages/default.aspx,False
4272_home,2,85,87,0.022988505747126436,4272,sjr_21100274275,4272,Journal of Tissue Engineering,journal,20417314,"0,991",Q1,42,60,139,5477,971,139,"7,54","91,28",United Kingdom,Western Europe,SAGE-Hindawi Access to Research,2010-2022,Biomedical Engineering (Q1); Medicine (miscellaneous) (Q1); Biomaterials (Q2),Engineering; Materials Science; Medicine,https://journals.sagepub.com/home/tej,False
4273_home,4,117,121,0.03305785123966942,4273,sjr_21100372295,4273,Preventive Medicine Reports,journal,22113355,"0,991",Q1,46,387,852,15559,2547,829,"2,81","40,20",Netherlands,Western Europe,Elsevier,2014-2022,"Public Health, Environmental and Occupational Health (Q1); Health Informatics (Q2)",Medicine,https://www.journals.elsevier.com/preventive-medicine-reports,False
4274_home,4,117,121,0.03305785123966942,4274,sjr_21100435142,4274,"Anaesthesia, critical care &amp; pain medicine",journal,23525568,"0,990",Q1,44,150,554,3891,1045,191,"2,07","25,94",Netherlands,Western Europe,Elsevier,2015-2022,Anesthesiology and Pain Medicine (Q1); Critical Care and Intensive Care Medicine (Q1); Medicine (miscellaneous) (Q1),Medicine,https://www.sciencedirect.com/journal/anaesthesia-critical-care-and-pain-medicine,False
4276_home,29,341,370,0.07837837837837838,4276,sjr_21100902636,4276,Behavioral Science and Policy,journal,"23794607, 23794615","0,990",Q1,8,13,53,527,111,41,"2,02","40,54",United States,Northern America,Brookings Institution Press,2018-2022,"Development (Q1); Public Health, Environmental and Occupational Health (Q1); Behavioral Neuroscience (Q2); Human-Computer Interaction (Q2)",Computer Science; Medicine; Neuroscience; Social Sciences,https://behavioralpolicy.org/publications/,False
4277_home,4,117,121,0.03305785123966942,4277,sjr_21101034440,4277,Biosafety and Health,journal,25900536,"0,990",Q1,16,59,116,2996,544,103,"5,30","50,78",Netherlands,Western Europe,Elsevier,2019-2022,"Biotechnology (Q1); Public Health, Environmental and Occupational Health (Q1); Infectious Diseases (Q2); Microbiology (medical) (Q2)","Biochemistry, Genetics and Molecular Biology; Medicine",https://www.sciencedirect.com/journal/biosafety-and-health,False
4278_home,7,579,586,0.011945392491467578,4278,sjr_5800179586,4278,International Breastfeeding Journal,journal,17464358,"0,990",Q1,49,94,241,4094,970,240,"3,60","43,55",United Kingdom,Western Europe,BioMed Central Ltd.,2006-2022,"Obstetrics and Gynecology (Q1); Pediatrics, Perinatology and Child Health (Q1)",Medicine,https://internationalbreastfeedingjournal.biomedcentral.com/,False
4279_home,2,85,87,0.022988505747126436,4279,sjr_10300153305,4279,Transboundary and Emerging Diseases,journal,"18651674, 18651682","0,990",Q1,78,693,1006,32679,4728,972,"4,95","47,16",United Kingdom,Western Europe,Wiley-Blackwell,2008-2022,Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q2),Immunology and Microbiology; Medicine; Veterinary,https://onlinelibrary.wiley.com/journal/18651682,False
4280_home,4,528,532,0.007518796992481203,4280,sjr_24345,4280,Dermatology,journal,"10188665, 14219832","0,989",Q1,102,124,315,4085,1043,257,"3,18","32,94",Switzerland,Western Europe,S. Karger AG,"1893, 1895-2022",Dermatology (Q1),Medicine,https://www.karger.com/Journal/Home/224164,False
4281_home,2,85,87,0.022988505747126436,4281,sjr_21100924250,4281,Digital Health,journal,20552076,"0,989",Q1,21,367,226,18037,1033,218,"3,74","49,15",United States,Northern America,SAGE Publications,"2015, 2018-2022",Computer Science Applications (Q1); Health Policy (Q1); Health Informatics (Q2); Health Information Management (Q2),Computer Science; Health Professions; Medicine,https://journals.sagepub.com/home/dhj,False
4282_home,2,85,87,0.022988505747126436,4282,sjr_22307,4282,HIV Medicine,journal,"14681293, 14642662","0,989",Q1,84,166,312,5542,841,282,"2,80","33,39",United Kingdom,Western Europe,Wiley-Blackwell,1999-2022,Health Policy (Q1); Pharmacology (medical) (Q1); Infectious Diseases (Q2),Medicine,https://onlinelibrary.wiley.com/journal/14681293,False
4284_home,2,85,87,0.022988505747126436,4284,sjr_12789,4284,Journal of Creative Behavior,journal,"21626057, 00220175","0,989",Q1,64,50,202,3584,927,195,"4,53","71,68",United States,Northern America,John Wiley and Sons,1967-2022,Education (Q1); Visual Arts and Performing Arts (Q1); Developmental and Educational Psychology (Q2),Arts and Humanities; Psychology; Social Sciences,https://onlinelibrary.wiley.com/journal/21626057,False
4285_home,43,344,387,0.1111111111111111,4285,sjr_15946,4285,Journal of Korean Medical Science,journal,"15986357, 10118934","0,989",Q1,80,351,1089,8262,3693,956,"3,99","23,54",South Korea,Asiatic Region,Korean Academy of Medical Science,1986-2022,Medicine (miscellaneous) (Q1),Medicine,https://jkms.org/,False
4287_home,2,85,87,0.022988505747126436,4287,sjr_11600153484,4287,Journalism Practice,journal,"17512786, 17512794","0,989",Q1,58,225,325,14403,902,318,"2,68","64,01",United Kingdom,Western Europe,Routledge,"2007-2013, 2015-2022",Communication (Q1),Social Sciences,https://www.tandfonline.com/toc/rjop20/current,False
4289_home,2,85,87,0.022988505747126436,4289,sjr_25231,4289,American Journal on Addictions,journal,"10550496, 15210391","0,988",Q1,84,61,205,1859,653,190,"3,15","30,48",United States,Northern America,Wiley-Blackwell,1992-2022,Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q2),Medicine; Psychology,https://onlinelibrary.wiley.com/journal/15210391,False
428_home,19,903,922,0.020607375271149676,428,sjr_21100420802,428,GigaScience,journal,2047217X,"3,697",Q1,76,150,411,8312,3784,411,"8,36","55,41",United Kingdom,Western Europe,Oxford University Press,2012-2022,Computer Science Applications (Q1); Health Informatics (Q1),Computer Science; Medicine,https://academic.oup.com/gigascience,False
4290_home,6,560,566,0.01060070671378092,4290,sjr_14840,4290,Cellular and Molecular Neurobiology,journal,"02724340, 15736830","0,988",Q1,100,244,324,22259,1452,317,"4,05","91,23",United States,Northern America,Springer,1981-2022,Medicine (miscellaneous) (Q1); Cell Biology (Q2); Cellular and Molecular Neuroscience (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience",https://www.springer.com/journal/10571,False
4291_home,2,85,87,0.022988505747126436,4291,sjr_5200153112,4291,European Financial Management,journal,"13547798, 1468036X","0,988",Q1,71,72,123,4478,383,123,"2,95","62,19",United Kingdom,Western Europe,Wiley-Blackwell,1995-2022,"Accounting (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1)","Business, Management and Accounting; Economics, Econometrics and Finance",https://onlinelibrary.wiley.com/journal/1468036x,False
4292_home,6,554,560,0.010714285714285714,4292,sjr_29817,4292,International Orthopaedics,journal,"14325195, 03412695","0,988",Q1,101,371,1141,10063,3549,1004,"2,59","27,12",Germany,Western Europe,Springer,1977-2022,Orthopedics and Sports Medicine (Q1); Surgery (Q1),Medicine,https://www.springer.com/journal/264,False
4293_home,2,85,87,0.022988505747126436,4293,sjr_3900148612,4293,Journal of Clinical Sleep Medicine,journal,"15509397, 15509389","0,988",Q2,110,358,977,12062,3078,707,"2,97","33,69",United States,Northern America,American Academy of Sleep Medicine,2005-2022,Neurology (Q2); Neurology (clinical) (Q2); Pulmonary and Respiratory Medicine (Q2),Medicine; Neuroscience,https://jcsm.aasm.org/journal/jcsm,False
4296_home,6,580,586,0.010238907849829351,4296,sjr_18446,4296,Cell and Tissue Research,journal,"14320878, 0302766X","0,987",Q1,152,165,597,11927,2298,587,"3,45","72,28",Germany,Western Europe,Springer,"1924-1943, 1945, 1948-2022",Histology (Q1); Pathology and Forensic Medicine (Q1); Cell Biology (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine",https://link.springer.com/journal/441,False
4297_home,2,85,87,0.022988505747126436,4297,sjr_20885,4297,Health Expectations,journal,"13696513, 13697625","0,987",Q1,85,277,483,13103,1783,461,"3,36","47,30",United Kingdom,Western Europe,Wiley-Blackwell,1999-2022,"Public Health, Environmental and Occupational Health (Q1)",Medicine,https://onlinelibrary.wiley.com/journal/13697625,False
429_home,2,76,78,0.02564102564102564,429,sjr_21100330722,429,Annual Review of Animal Biosciences,journal,"21658110, 21658102","3,696",Q1,54,24,64,3129,848,61,"11,97","130,38",United States,Northern America,Annual Reviews Inc.,2013-2022,Animal Science and Zoology (Q1); Biotechnology (Q1); Genetics (Q1); Veterinary (miscellaneous) (Q1),"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Veterinary",https://www.annualreviews.org/journal/animal,False
42_home,2,1027,1029,0.001943634596695821,42,sjr_21100862548,42,Nature Catalysis,journal,25201158,"13,187",Q1,110,169,486,6420,12139,370,"22,64","37,99",United States,Northern America,Nature Publishing Group,2018-2022,Biochemistry (Q1); Bioengineering (Q1); Catalysis (Q1); Process Chemistry and Technology (Q1),"Biochemistry, Genetics and Molecular Biology; Chemical Engineering",https://www.nature.com/natcatal/,False
4300_home,2,85,87,0.022988505747126436,4300,sjr_24431,4300,Journal of Quaternary Science,journal,"02678179, 10991417","0,987",Q1,101,110,240,10128,706,235,"2,75","92,07",United Kingdom,Western Europe,John Wiley and Sons,1986-2022,Arts and Humanities (miscellaneous) (Q1); Earth and Planetary Sciences (miscellaneous) (Q1); Paleontology (Q1),Arts and Humanities; Earth and Planetary Sciences,https://onlinelibrary.wiley.com/journal/10991417,False
4301_home,2,85,87,0.022988505747126436,4301,sjr_17562,4301,Social Psychology Quarterly,journal,"01902725, 19398999","0,987",Q1,100,23,70,1394,181,67,"2,28","60,61",United States,Northern America,SAGE Publications,"1979-1984, 1989, 1996-2022",Social Psychology (Q1),Psychology,https://journals.sagepub.com/home/spq,False
4302_home,6,497,503,0.011928429423459244,4302,sjr_21100853527,4302,Brain Informatics,journal,"21984018, 21984026","0,986",Q1,26,30,55,2346,349,55,"6,62","78,20",Germany,Western Europe,Springer,2014-2022,Computer Science Applications (Q1); Cognitive Neuroscience (Q2); Neurology (Q2),Computer Science; Neuroscience,https://braininformatics.springeropen.com/,False
4303_home,2,85,87,0.022988505747126436,4303,sjr_21100218364,4303,Creativity and Innovation Management,journal,"09631690, 14678691","0,986",Q1,72,57,163,4370,692,150,"4,14","76,67",United Kingdom,Western Europe,John Wiley and Sons,1992-2022,Management of Technology and Innovation (Q1); Strategy and Management (Q1),"Business, Management and Accounting",https://onlinelibrary.wiley.com/journal/14678691#pane-01cbe741-499a-4611-874e-1061f1f4679e01,False
4306_home,4,117,121,0.03305785123966942,4306,sjr_17467,4306,Neurobiology of Learning and Memory,journal,"10959564, 10747427","0,986",Q2,128,73,437,5270,1221,433,"2,48","72,19",United States,Northern America,Academic Press,1995-2022,Behavioral Neuroscience (Q2); Cognitive Neuroscience (Q2); Experimental and Cognitive Psychology (Q2),Neuroscience; Psychology,https://www.sciencedirect.com/journal/neurobiology-of-learning-and-memory,False
4307_home,2,85,87,0.022988505747126436,4307,sjr_23439,4307,Politics and Society,journal,"00323292, 15527514","0,986",Q1,78,30,66,0,210,65,"2,45","0,00",United States,Northern America,SAGE Publications,"1970-1990, 1992-2022",Political Science and International Relations (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1),Social Sciences,https://journals.sagepub.com/home/pas,False
4309_home,2,85,87,0.022988505747126436,4309,sjr_23651,4309,System Dynamics Review,journal,"10991727, 08837066","0,986",Q1,63,17,54,638,179,40,"4,32","37,53",United Kingdom,Western Europe,John Wiley and Sons,1985-2022,Management of Technology and Innovation (Q1); Social Sciences (miscellaneous) (Q1); Strategy and Management (Q1),"Business, Management and Accounting; Social Sciences",https://onlinelibrary.wiley.com/journal/10991727,False
430_home,3,36,39,0.07692307692307693,430,sjr_21100262320,430,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",journal,"21682216, 21682232","3,688",Q1,159,788,1391,29800,15332,1384,"9,63","37,82",United States,Northern America,IEEE Advancing Technology for Humanity,2011-2022,Computer Science Applications (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1); Human-Computer Interaction (Q1); Information Systems (Q1); Software (Q1),Computer Science; Engineering,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6221021,False
4310_home,4,117,121,0.03305785123966942,4310,sjr_24555,4310,Talanta,journal,"00399140, 18733573","0,986",Q1,178,813,3556,39011,22548,3548,"6,51","47,98",Netherlands,Western Europe,Elsevier,1958-2023,Analytical Chemistry (Q1); Spectroscopy (Q1); Biochemistry (Q2),"Biochemistry, Genetics and Molecular Biology; Chemistry",https://www.journals.elsevier.com/talanta,False
4311_home,4,117,121,0.03305785123966942,4311,sjr_24614,4311,Applied Clay Science,journal,01691317,"0,985",Q1,152,276,1087,17701,6721,1075,"5,93","64,13",Netherlands,Western Europe,Elsevier,1984-2022,Geology (Q1); Soil Science (Q1); Water Science and Technology (Q1); Geochemistry and Petrology (Q2),Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science,https://www.journals.elsevier.com/applied-clay-science,False
4313_home,2,85,87,0.022988505747126436,4313,sjr_21100886407,4313,European Policy Analysis,journal,23806567,"0,985",Q1,17,28,68,1605,302,59,"5,17","57,32",United States,Northern America,John Wiley and Sons,2015-2022,"Health Policy (Q1); Management, Monitoring, Policy and Law (Q1); Public Administration (Q1)",Environmental Science; Medicine; Social Sciences,https://onlinelibrary.wiley.com/journal/23806567,False
