domain_name,domain_type,agency,organization_name,city,state,security_contact_email,url,name,website_id,page_type,page_id
federalcourts.gov,Federal - Judicial,Administrative Office of the U.S. Courts,Administrative Office U.S. Courts,Washington,DC,(blank),https://federalcourts.gov,federalcourts.gov,federalcourts-gov,home,0
federalprobation.gov,Federal - Judicial,Administrative Office of the U.S. Courts,Administrative Office U.S. Courts,Washington,DC,(blank),https://federalprobation.gov,federalprobation.gov,federalprobation-gov,home,0
federalrules.gov,Federal - Judicial,Administrative Office of the U.S. Courts,Administrative Office U.S. Courts,Washington,DC,(blank),https://federalrules.gov,federalrules.gov,federalrules-gov,home,0
fjc.gov,Federal - Judicial,Administrative Office of the U.S. Courts,Federal Judicial Center,Washington,DC,(blank),https://fjc.gov,fjc.gov,fjc-gov,home,0
judicialconference.gov,Federal - Judicial,Administrative Office of the U.S. Courts,Administrative Office U.S. Courts,Washington,DC,(blank),https://judicialconference.gov,judicialconference.gov,judicialconference-gov,home,0
pacer.gov,Federal - Judicial,Administrative Office of the U.S. Courts,Administrative Office U.S. Courts,Washington,DC,(blank),https://pacer.gov,pacer.gov,pacer-gov,home,0
usbankruptcy.gov,Federal - Judicial,Administrative Office of the U.S. Courts,Administrative Office U.S. Courts,Washington,DC,(blank),https://usbankruptcy.gov,usbankruptcy.gov,usbankruptcy-gov,home,0
uscavc.gov,Federal - Judicial,Administrative Office of the U.S. Courts,US Court of Appeals for Veterans Claims,Washington,DC,helpdesk@uscourts.cavc.gov,https://uscavc.gov,uscavc.gov,uscavc-gov,home,0
usc.gov,Federal - Judicial,Administrative Office of the U.S. Courts,U.S. Courts,Washington,DC,(blank),https://usc.gov,usc.gov,usc-gov,home,0
uscourts.gov,Federal - Judicial,Administrative Office of the U.S. Courts,U.S. Courts,Washington,DC,security@uscourts.gov,https://uscourts.gov,uscourts.gov,uscourts-gov,home,0
usprobation.gov,Federal - Judicial,Administrative Office of the U.S. Courts,Administrative Office U.S. Courts,Washington,DC,(blank),https://usprobation.gov,usprobation.gov,usprobation-gov,home,0
ussc.gov,Federal - Judicial,Administrative Office of the U.S. Courts,United States Sentencing Commission,"Washington, D",DC,(blank),https://ussc.gov,ussc.gov,ussc-gov,home,0
ustaxcourt.gov,Federal - Judicial,Administrative Office of the U.S. Courts,United States Tax Court,Washington,DC,Domain.Security@ustaxcourt.gov,https://ustaxcourt.gov,ustaxcourt.gov,ustaxcourt-gov,home,0
aoc.gov,Federal - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DC,DOMSEC@aoc.gov,https://aoc.gov,aoc.gov,aoc-gov,home,0
capitalgiftshop.gov,Federal - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DC,DOMSEC@aoc.gov,https://capitalgiftshop.gov,capitalgiftshop.gov,capitalgiftshop-gov,home,0
capital.gov,Federal - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DC,DOMSEC@aoc.gov,https://capital.gov,capital.gov,capital-gov,home,0
capitolgiftshop.gov,Federal - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DC,DOMSEC@aoc.gov,https://capitolgiftshop.gov,capitolgiftshop.gov,capitolgiftshop-gov,home,0
capitol.gov,Federal - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DC,DOMSEC@aoc.gov,https://capitol.gov,capitol.gov,capitol-gov,home,0
usbg.gov,Federal - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DC,DOMSEC@aoc.gov,https://usbg.gov,usbg.gov,usbg-gov,home,0
uscapitalgiftshop.gov,Federal - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DC,DOMSEC@aoc.gov,https://uscapitalgiftshop.gov,uscapitalgiftshop.gov,uscapitalgiftshop-gov,home,0
uscapital.gov,Federal - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DC,DOMSEC@aoc.gov,https://uscapital.gov,uscapital.gov,uscapital-gov,home,0
uscapitolgiftshop.gov,Federal - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DC,DOMSEC@aoc.gov,https://uscapitolgiftshop.gov,uscapitolgiftshop.gov,uscapitolgiftshop-gov,home,0
uscapitolgiftstore.gov,Federal - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DC,DOMSEC@aoc.gov,https://uscapitolgiftstore.gov,uscapitolgiftstore.gov,uscapitolgiftstore-gov,home,0
uscapitol.gov,Federal - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DC,DOMSEC@aoc.gov,https://uscapitol.gov,uscapitol.gov,uscapitol-gov,home,0
visitthecapital.gov,Federal - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DC,DOMSEC@aoc.gov,https://visitthecapital.gov,visitthecapital.gov,visitthecapital-gov,home,0
visitthecapitol.gov,Federal - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DC,DOMSEC@aoc.gov,https://visitthecapitol.gov,visitthecapitol.gov,visitthecapitol-gov,home,0
cbo.gov,Federal - Legislative,Congressional Budget Office,Congressional Budget Office,Washington,DC,jesus.salang@cbo.gov,https://cbo.gov,cbo.gov,cbo-gov,home,0
cbonews.gov,Federal - Legislative,Congressional Budget Office,Congressional Budget Office,Washington,DC,jesus.salang@cbo.gov,https://cbonews.gov,cbonews.gov,cbonews-gov,home,0
solarium.gov,Federal - Legislative,Cyberspace Solarium Commission,Cyberspace Solarium Commission,Arlington,VA,(blank),https://solarium.gov,solarium.gov,solarium-gov,home,0
eseclab.gov,Federal - Legislative,Government Accountability Office,Government Accountability Office,Washington,DC,soc@gao.gov,https://eseclab.gov,eseclab.gov,eseclab-gov,home,0
fasab.gov,Federal - Legislative,Government Accountability Office,FASAB,Washington,DC,(blank),https://fasab.gov,fasab.gov,fasab-gov,home,0
gao.gov,Federal - Legislative,Government Accountability Office,Government Accountability Office,Washington,DC,(blank),https://gao.gov,gao.gov,gao-gov,home,0
gaoinnovation.gov,Federal - Legislative,Government Accountability Office,Government Accountability Office,Washington,DC,(blank),https://gaoinnovation.gov,gaoinnovation.gov,gaoinnovation-gov,home,0
gaoinnovationlab.gov,Federal - Legislative,Government Accountability Office,Government Accountability Office,Washington,DC,(blank),https://gaoinnovationlab.gov,gaoinnovationlab.gov,gaoinnovationlab-gov,home,0
gaoinnovations.gov,Federal - Legislative,Government Accountability Office,Government Accountability Office,Washington,DC,(blank),https://gaoinnovations.gov,gaoinnovations.gov,gaoinnovations-gov,home,0
gaonet.gov,Federal - Legislative,Government Accountability Office,Government Accountability Office,Washington,DC,(blank),https://gaonet.gov,gaonet.gov,gaonet-gov,home,0
congressionaldirectory.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,https://congressionaldirectory.gov,congressionaldirectory.gov,congressionaldirectory-gov,home,0
congressionalrecord.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,https://congressionalrecord.gov,congressionalrecord.gov,congressionalrecord-gov,home,0
ecfr.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,https://ecfr.gov,ecfr.gov,ecfr-gov,home,0
fdlp.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,https://fdlp.gov,fdlp.gov,fdlp-gov,home,0
fdsys.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,https://fdsys.gov,fdsys.gov,fdsys-gov,home,0
federalregister.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,https://federalregister.gov,federalregister.gov,federalregister-gov,home,0
fedreg.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,https://fedreg.gov,fedreg.gov,fedreg-gov,home,0
govinfo.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,https://govinfo.gov,govinfo.gov,govinfo-gov,home,0
gpodev.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,https://gpodev.gov,gpodev.gov,gpodev-gov,home,0
gpo.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,(blank),https://gpo.gov,gpo.gov,gpo-gov,home,0
housecalendar.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,https://housecalendar.gov,housecalendar.gov,housecalendar-gov,home,0
ofr.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,https://ofr.gov,ofr.gov,ofr-gov,home,0
presidentialdocuments.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,https://presidentialdocuments.gov,presidentialdocuments.gov,presidentialdocuments-gov,home,0
senatecalendar.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,https://senatecalendar.gov,senatecalendar.gov,senatecalendar-gov,home,0
uscode.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,https://uscode.gov,uscode.gov,uscode-gov,home,0
usgovernmentmanual.gov,Federal - Legislative,Government Publishing Office,Office of Federal Register (NF),College Park,MD,gpossl@gpo.gov,https://usgovernmentmanual.gov,usgovernmentmanual.gov,usgovernmentmanual-gov,home,0
africanamericanhistorymonth.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://africanamericanhistorymonth.gov,africanamericanhistorymonth.gov,africanamericanhistorymonth-gov,home,0
americanmemory.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://americanmemory.gov,americanmemory.gov,americanmemory-gov,home,0
americaslibrary.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://americaslibrary.gov,americaslibrary.gov,americaslibrary-gov,home,0
asianpacificheritage.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://asianpacificheritage.gov,asianpacificheritage.gov,asianpacificheritage-gov,home,0
blackhistorymonth.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://blackhistorymonth.gov,blackhistorymonth.gov,blackhistorymonth-gov,home,0
ccb.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://ccb.gov,ccb.gov,ccb-gov,home,0
congress.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://congress.gov,congress.gov,congress-gov,home,0
copyrightclaimsboard.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://copyrightclaimsboard.gov,copyrightclaimsboard.gov,copyrightclaimsboard-gov,home,0
copyright.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://copyright.gov,copyright.gov,copyright-gov,home,0
crb.gov,Federal - Legislative,Library of Congress,Copyright Royalty Board,Washington,DC,security@loc.gov,https://crb.gov,crb.gov,crb-gov,home,0
crs.gov,Federal - Legislative,Library of Congress,Congressional Research Service,Washington,DC,security@loc.gov,https://crs.gov,crs.gov,crs-gov,home,0
currencyreaderapplication.gov,Federal - Legislative,Library of Congress,Library of Congress,WASHINGTON,DC,security@loc.gov,https://currencyreaderapplication.gov,currencyreaderapplication.gov,currencyreaderapplication-gov,home,0
currencyreader.gov,Federal - Legislative,Library of Congress,Library of Congress,WASHINGTON,DC,security@loc.gov,https://currencyreader.gov,currencyreader.gov,currencyreader-gov,home,0
digitalpreservation.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://digitalpreservation.gov,digitalpreservation.gov,digitalpreservation-gov,home,0
digitizationguidelines.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://digitizationguidelines.gov,digitizationguidelines.gov,digitizationguidelines-gov,home,0
hispanicheritagemonth.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://hispanicheritagemonth.gov,hispanicheritagemonth.gov,hispanicheritagemonth-gov,home,0
jewishheritage.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://jewishheritage.gov,jewishheritage.gov,jewishheritage-gov,home,0
jewishheritagemonth.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://jewishheritagemonth.gov,jewishheritagemonth.gov,jewishheritagemonth-gov,home,0
law.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://law.gov,law.gov,law-gov,home,0
lctl.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://lctl.gov,lctl.gov,lctl-gov,home,0
libraryofcongress.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://libraryofcongress.gov,libraryofcongress.gov,libraryofcongress-gov,home,0
lis.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://lis.gov,lis.gov,lis-gov,home,0
literacy.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://literacy.gov,literacy.gov,literacy-gov,home,0
loc.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://loc.gov,loc.gov,loc-gov,home,0
loctest.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,(blank),https://loctest.gov,loctest.gov,loctest-gov,home,0
loctps.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://loctps.gov,loctps.gov,loctps-gov,home,0
nativeamericanheritagemonth.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://nativeamericanheritagemonth.gov,nativeamericanheritagemonth.gov,nativeamericanheritagemonth-gov,home,0
read.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://read.gov,read.gov,read-gov,home,0
section108.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://section108.gov,section108.gov,section108-gov,home,0
thomas.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://thomas.gov,thomas.gov,thomas-gov,home,0
tps.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,(blank),https://tps.gov,tps.gov,tps-gov,home,0
unitedstatescongress.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://unitedstatescongress.gov,unitedstatescongress.gov,unitedstatescongress-gov,home,0
uscongress.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://uscongress.gov,uscongress.gov,uscongress-gov,home,0
womenshistorymonth.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov,https://womenshistorymonth.gov,womenshistorymonth.gov,womenshistorymonth-gov,home,0
macpac.gov,Federal - Legislative,Medicaid and CHIP Payment and Access Commission,Medicaid and CHIP Payment and Access Commission,Washington,DC,IT.Support@macpac.gov,https://macpac.gov,macpac.gov,macpac-gov,home,0
medpac.gov,Federal - Legislative,Medicare Payment Advisory Commission,Medicare Payment Advisory Commission,Washington,DC,(blank),https://medpac.gov,medpac.gov,medpac-gov,home,0
compliance.gov,Federal - Legislative,Office of Congressional Workplace Rights,Congressional Office of Compliance,Washington,DC,mark.kruger@ocwr.gov,https://compliance.gov,compliance.gov,compliance-gov,home,0
ocwr.gov,Federal - Legislative,Office of Congressional Workplace Rights,Office of Congressional Workplace Rights,Washington,DC,mark.kruger@ocwr.gov,https://ocwr.gov,ocwr.gov,ocwr-gov,home,0
coil.gov,Federal - Legislative,Open World Leadership Center,Congressional Office for International Leadership,Washington,DC,richard.martins@mail.house.gov,https://coil.gov,coil.gov,coil-gov,home,0
