,resource_category,website_id,page_id,page_type,page_url,rank,sourceid,title,type,issn,sjr,sjr_best_quartile,h_index,total_docs_2022_,total_docs_3years_,total_refs_,total_cites_3years_,citable_docs_3years_,cites_doc_2years_,ref_doc_,region,publisher,coverage,categories,areas,country,url,continent,violations,passes,total_checks,failure_rate
8462,journal,Russian-Journal-of-Nematology,0,home,http://www.russjnematology.com/index.html,17325.0,20375.0,Russian Journal of Nematology,journal,08696918,"0,239",Q3,24.0,5.0,41.0,306.0,38.0,39.0,"1,07","61,20",Eastern Europe,The Russian Society of Nematologists,1996-2022,Animal Science and Zoology,Agricultural and Biological Sciences,Russia,http://www.russjnematology.com/index.html,Asia,21,210,231,0.09090909090909091
8463,journal,Russian-Journal-of-Pain,0,home,https://painrussia.ru/russian-Journal-of-Pain/,23007.0,21101050071.0,Russian Journal of Pain,journal,"22195297, 26189860","0,135",Q4,4.0,39.0,72.0,1456.0,41.0,70.0,"0,57","37,33",Eastern Europe,Media Sphera Publishing Group,2021-2022,Anesthesiology and Pain Medicine,Medicine,Russia,https://painrussia.ru/russian-Journal-of-Pain/,Asia,80,424,504,0.15873015873015872
8464,journal,Russian-Journal-of-Pediatric-Hematology-and-Oncology,0,home,https://journal.nodgo.org/jour?locale=en_US,23694.0,21101039876.0,Russian Journal of Pediatric Hematology and Oncology,journal,"23111267, 24135496","0,127",Q4,2.0,52.0,104.0,1633.0,27.0,100.0,"0,26","31,40",Eastern Europe,Graphica Ltd,2020-2022,"Hematology;Oncology;Pediatrics, Perinatology and Child Health",Medicine,Russia,https://journal.nodgo.org/jour?locale=en_US,Asia,299,933,1232,0.24269480519480519
8465,journal,Russian-Journal-of-Plant-Physiology,0,home,https://link.springer.com/journal/11183,14721.0,17169.0,Russian Journal of Plant Physiology,journal,"16083407, 10214437","0,314",Q3,57.0,138.0,366.0,5557.0,548.0,366.0,"1,46","40,27",Northern America,Pleiades Publishing,1996-2022,Plant Science,Agricultural and Biological Sciences,United States,https://www.springer.com/journal/11183,North America,1,999,1000,0.001
8466,journal,Russian-Journal-of-Theriology,0,home,https://zmmu.msu.ru/rjt/,19409.0,21100199833.0,Russian Journal of Theriology,journal,16823559,"0,196",Q4,11.0,21.0,55.0,998.0,35.0,55.0,"0,63","47,52",Eastern Europe,KMK Scientific Press Ltd.,2011-2022,Animal Science and Zoology;Plant Science,Agricultural and Biological Sciences,Russia,http://zmmu.msu.ru/rjt/,Asia,17,233,250,0.068
8467,journal,Russian-Linguistics,0,home,https://link.springer.com/journal/11185,19410.0,22931.0,Russian Linguistics,journal,"15728714, 03043487","0,196",Q2,11.0,21.0,45.0,985.0,32.0,44.0,"0,73","46,90",Western Europe,Springer Netherlands,"1974-1976, 1978-2003, 2005-2022",Linguistics and Language;Developmental and Educational Psychology,Psychology; Social Sciences,Netherlands,https://www.springer.com/journal/11185,Europe,1,998,999,0.001001001001001001
8468,journal,Russian-Neurological-Journal,0,home,https://www.r-n-j.com/jour?locale=en_US,24681.0,21100934661.0,Russian Neurological Journal,journal,"26587947, 26867192","0,116",Q4,6.0,52.0,107.0,1840.0,24.0,107.0,"0,27","35,38",Eastern Europe,Medicinskoe Informacionnoe agentstvo,2019-2022,Neurology;Neurology;Psychiatry and Mental Health,Medicine; Neuroscience,Russia,https://www.r-n-j.com/jour?locale=en_US,Asia,243,863,1106,0.2197106690777577
8469,journal,Russian-Open-Medical-Journal,0,home,https://romj.org/,23219.0,21100775478.0,Russian Open Medical Journal,journal,23043415,"0,132",Q4,11.0,71.0,178.0,2566.0,103.0,178.0,"0,59","36,14",Eastern Europe,,2012-2022,Medicine,Medicine,Russia,http://romj.org/,Asia,10,1030,1040,0.009615384615384616
8470,journal,Russian-Peasant-Studies,0,home,https://peasantstudies.ru/en/eng/journal,16139.0,21101059922.0,Russian Peasant Studies,journal,25001809,"0,271",Q1,1.0,36.0,40.0,798.0,15.0,38.0,"0,38","22,17",Eastern Europe,Russian Presidental Academy of National Economy and Public Administration,2021-2022,Anthropology;Agricultural and Biological Sciences,"Agricultural and Biological Sciences; Arts and Humanities; Economics, Econometrics and Finance; Social Sciences",Russia,https://peasantstudies.ru/en/eng/journal,Asia,51,1261,1312,0.038871951219512195
8471,journal,Russian-Psychological-Journal,0,home,https://rpj.ru.com/index.php/rpj,23008.0,21101037305.0,Russian Psychological Journal,journal,"18121853, 24115789","0,135",Q4,2.0,34.0,54.0,1167.0,18.0,54.0,"0,33","34,32",Eastern Europe,,2020-2022,Psychology,Psychology; Social Sciences,Russia,https://rpj.ru.com/index.php/rpj,Asia,63,789,852,0.07394366197183098
8472,journal,Russkii-Zhunal-Detskoi-Nevrologii,0,home,https://rjdn.abvpress.ru/jour,22076.0,21100829707.0,Russkii Zhunal Detskoi Nevrologii,journal,"20738803, 24129178","0,148",Q4,3.0,15.0,64.0,449.0,9.0,64.0,"0,13","29,93",Eastern Europe,ABV-press Publishing house,2017-2021,"Neurology;Pediatrics, Perinatology and Child Health",Medicine,Russia,https://rjdn.abvpress.ru/jour,Asia,240,768,1008,0.23809523809523808
8473,journal,Ruthenica,0,home,https://ruthenica.net/,13409.0,21100439341.0,Ruthenica,journal,"01360027, 23077336","0,362",Q2,7.0,19.0,58.0,531.0,40.0,58.0,"0,63","27,95",Eastern Europe,A.N. Severtsov Institute of Ecology and Evolution of RAS,2015-2022,Animal Science and Zoology,Agricultural and Biological Sciences,Russia,https://ruthenica.net/,Asia,12,367,379,0.0316622691292876
8474,journal,Rwanda-Medical-Journal,0,home,https://www.rwandamedicaljournal.org/,22445.0,21100285049.0,Rwanda Medical Journal,journal,2079097X,"0,143",Q4,6.0,9.0,75.0,168.0,17.0,73.0,"0,14","18,67",Africa,Rwanda Health Communication Center - Rwanda Biomedical Center (RHCC - RBC),2013-2022,Medicine,Medicine,Rwanda,https://www.rwandamedicaljournal.org/,Africa,35,429,464,0.07543103448275862
8475,journal,SA-Journal-of-Industrial-Psychology,0,home,https://sajip.co.za/index.php/sajip,13104.0,19900195028.0,SA Journal of Industrial Psychology,journal,"20710763, 02585200","0,374",Q3,28.0,32.0,119.0,2182.0,227.0,116.0,"1,95","68,19",Africa,AOSIS (Pty) Ltd,2011-2022,Applied Psychology;Social Psychology,Psychology,South Africa,https://sajip.co.za/index.php/sajip,Africa,33,973,1006,0.032803180914512925
8476,journal,SA-Pharmaceutical-Journal,0,home,https://medpharm.co.za/,22735.0,19700174940.0,SA Pharmaceutical Journal,journal,"22201017, 22215875","0,139",Q4,8.0,31.0,188.0,268.0,21.0,120.0,"0,09","8,65",Africa,Medpharm Publications,2009-2022,Pharmaceutical Science,"Pharmacology, Toxicology and Pharmaceutics",South Africa,https://medpharm.co.za/journals/sapj/,Africa,15,212,227,0.06607929515418502
8477,journal,SAJCH-South-African-Journal-of-Child-Health,0,home,http://www.sajch.org.za/index.php/SAJCH,21435.0,19700175032.0,SAJCH South African Journal of Child Health,journal,"19997671, 19943032","0,159",Q4,17.0,48.0,122.0,1184.0,56.0,113.0,"0,33","24,67",Africa,Health and Medical Publishing Group,2008-2022,"Pediatrics, Perinatology and Child Health",Medicine,South Africa,http://www.sajch.org.za/index.php/SAJCH,Africa,31,540,571,0.0542907180385289
8478,journal,SHILAP-Revista-de-lepidopterologia,0,home,https://www.redalyc.org/revista.oa?id=455&numero=60393,17163.0,19400157212.0,SHILAP Revista de lepidopterologia,journal,03005267,"0,243",Q3,13.0,83.0,191.0,1701.0,67.0,190.0,"0,36","20,49",Western Europe,Sociedad Hispano-Luso-Americana Lepidopterologia-Shilap,"2008-2013, 2015-2022",Animal Science and Zoology;Insect Science,Agricultural and Biological Sciences,Spain,https://www.redalyc.org/revista.oa?id=455&numero=60393,Europe,306,2750,3056,0.10013089005235602
8479,journal,SICOT-J,0,home,https://www.sicot-j.org/,8047.0,21100978847.0,SICOT-J,journal,24268887,"0,634",Q2,22.0,42.0,155.0,1157.0,261.0,151.0,"1,57","27,55",Western Europe,EDP Sciences,2015-2022,Orthopedics and Sports Medicine;Surgery,Medicine,France,https://www.sicot-j.org/,Europe,10,535,545,0.01834862385321101
8480,journal,Sabrao-Journal-of-Breeding-and-Genetics,0,home,http://sabraojournal.org/,14796.0,19800188010.0,Sabrao Journal of Breeding and Genetics,journal,10297073,"0,312",Q2,19.0,110.0,112.0,4904.0,216.0,112.0,"1,74","44,58",Asiatic Region,Society for the Advancement of Breeding Researches in Asia and Oceania (SABRAO),2008-2022,Horticulture;Agronomy and Crop Science;Animal Science and Zoology;Biotechnology;Genetics,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",Japan,http://sabraojournal.org/,Asia,51,215,266,0.19172932330827067
8481,journal,Sadhana-Academy-Proceedings-in-Engineering-Sciences,0,home,https://link.springer.com/journal/12046,14397.0,23531.0,Sadhana - Academy Proceedings in Engineering Sciences,journal,"09737677, 02562499","0,324",Q2,55.0,283.0,777.0,10150.0,1498.0,737.0,"1,87","35,87",Asiatic Region,Springer India,1984-2022,Multidisciplinary,Multidisciplinary,India,https://www.springer.com/journal/12046,Asia,1,1063,1064,0.0009398496240601503
8482,journal,Safer-Communities,0,home,https://www.emeraldgrouppublishing.com/journal/sc,19006.0,19700174682.0,Safer Communities,journal,17578043,"0,204",Q2,14.0,22.0,43.0,1311.0,35.0,42.0,"0,81","59,59",Western Europe,Emerald Group Publishing Ltd.,2002-2022,"Public Health, Environmental and Occupational Health",Medicine; Nursing; Social Sciences,United Kingdom,https://www.emeraldgrouppublishing.com/journal/sc,Europe,34,932,966,0.035196687370600416
8483,journal,Safety,0,home,https://www.mdpi.com/journal/safety,12728.0,21100923470.0,Safety,journal,2313576X,"0,390",Q2,16.0,84.0,221.0,4559.0,474.0,220.0,"1,95","54,27",Western Europe,Multidisciplinary Digital Publishing Institute (MDPI),2015-2022,"Public Health, Environmental and Occupational Health",Engineering; Medicine; Social Sciences,Switzerland,https://www.mdpi.com/journal/safety,Europe,266,2493,2759,0.09641174338528452
8484,journal,Safety-and-Health-at-Work,0,home,https://www.sciencedirect.com/journal/safety-and-health-at-work,5175.0,21100242826.0,Safety and Health at Work,journal,"20937997, 20937911","0,877",Q1,44.0,74.0,220.0,2646.0,918.0,208.0,"3,66","35,76",Asiatic Region,Elsevier BV,2010-2022,"Chemical Health and Safety;Public Health, Environmental and Occupational Health",Chemical Engineering; Engineering; Medicine; Social Sciences,South Korea,https://www.journals.elsevier.com/safety-and-health-at-work,Asia,4,201,205,0.01951219512195122
8485,journal,Sains-Malaysiana,0,home,http://www.ukm.my/jsm/,17501.0,7700153224.0,Sains Malaysiana,journal,01266039,"0,235",Q2,39.0,332.0,936.0,13974.0,1099.0,936.0,"1,00","42,09",Asiatic Region,Penerbit Universiti Kebangsaan Malaysia,2006-2022,Multidisciplinary,Multidisciplinary,Malaysia,http://www.ukm.my/jsm/,Asia,67,391,458,0.1462882096069869
8486,journal,Sains-Tanah,0,home,https://jurnal.uns.ac.id/tanah,18100.0,21101016524.0,Sains Tanah,journal,"14123606, 23561424","0,222",Q3,5.0,25.0,70.0,1042.0,60.0,70.0,"1,04","41,68",Asiatic Region,"Sebelas Maret University - Department of Soil Science, Faculty of Agriculture",2020-2022,Agronomy and Crop Science;Atmospheric Science,Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science,Indonesia,https://jurnal.uns.ac.id/tanah,Asia,120,1196,1316,0.0911854103343465
8487,journal,Salamandra,0,home,http://www.salamandra-journal.com/,9958.0,11700154610.0,Salamandra,journal,00363375,"0,522",Q2,20.0,29.0,124.0,1569.0,147.0,95.0,"1,23","54,10",Western Europe,Deutsche Gesellschaft fur Herpetologie und Terrarienkunde,2008-2022,Animal Science and Zoology,Agricultural and Biological Sciences,Germany,http://www.salamandra-journal.com/,Europe,25,310,335,0.07462686567164178
8488,journal,Salud-Colectiva,0,home,https://revistas.unla.edu.ar/saludcolectiva,16771.0,17500155111.0,Salud Colectiva,journal,"16692381, 18518265","0,253",Q3,15.0,33.0,137.0,1059.0,87.0,134.0,"0,56","32,09",Latin America,Universidad Nacional de Lanus,2008-2022,"Health Policy;Public Health, Environmental and Occupational Health",Medicine,Argentina,http://revistas.unla.edu.ar/saludcolectiva,South America,31,691,722,0.04293628808864266
8489,journal,Salud-Mental,0,home,http://revistasaludmental.mx/index.php/salud_mental,15632.0,19332.0,Salud Mental,journal,01853325,"0,285",Q3,28.0,39.0,121.0,1576.0,127.0,111.0,"1,21","40,41",Latin America,Elsevier GmbH,1995-2022,Clinical Psychology;Psychiatry and Mental Health,Medicine; Psychology,Mexico,http://revistasaludmental.mx/index.php/salud_mental,North America,5,109,114,0.043859649122807015
8490,journal,Salud-Publica-de-Mexico,0,home,https://saludpublica.mx/index.php/spm/index,9940.0,19317.0,Salud Publica de Mexico,journal,"16067916, 00363634","0,523",Q2,61.0,119.0,399.0,2534.0,616.0,329.0,"1,36","21,29",Latin America,Instituto Nacional de Salud Publica,1961-2022,"Public Health, Environmental and Occupational Health",Medicine,Mexico,http://saludpublica.mx/index.php/spm/index,North America,34,1152,1186,0.02866779089376054
8491,journal,Salud-i-Ciencia,0,home,https://www.siicsalud.com/saludiciencia/,27289.0,4100151617.0,Salud (i) Ciencia,journal,"16678990, 16678982","0,101",Q4,5.0,0.0,38.0,0.0,5.0,34.0,"0,19","0,00",Latin America,Sociedad Iberoamericana de Informacion Cientifica,2005-2020,Medicine,Medicine,Argentina,https://www.siicsalud.com/saludiciencia/,South America,90,651,741,0.1214574898785425
8492,journal,Salute-e-Societa,0,home,https://www.francoangeli.it/riviste/Sommario.aspx?IDRivista=107,23616.0,21100244880.0,Salute e Societa,journal,"19724845, 17239427","0,128",Q4,6.0,34.0,124.0,1087.0,21.0,122.0,"0,13","31,97",Western Europe,FrancoAngeli Edizioni,2013-2022,Health Policy;Health,Medicine; Social Sciences,Italy,https://www.francoangeli.it/riviste/Sommario.aspx?IDRivista=107,Europe,5,1161,1166,0.004288164665523156
8493,journal,Sampling-Theory-Signal-Processing-and-Data-Analysis,0,home,https://link.springer.com/journal/43670,15146.0,21101047130.0,"Sampling Theory, Signal Processing, and Data Analysis",journal,"27305724, 27305716","0,300",Q3,21.0,21.0,16.0,840.0,14.0,15.0,"0,88","40,00",Western Europe,Springer Nature Switzerland AG,2021-2022,"Radiology, Nuclear Medicine and Imaging",Computer Science; Mathematics; Medicine,Switzerland,https://www.springer.com/journal/43670,Europe,1,1035,1036,0.0009652509652509653
8494,journal,San-Francisco-Estuary-and-Watershed-Science,0,home,https://escholarship.org/uc/jmie_sfews,9585.0,21100239854.0,San Francisco Estuary and Watershed Science,journal,15462366,"0,541",Q2,22.0,15.0,61.0,1122.0,108.0,60.0,"1,90","74,80",Northern America,"Information Center for the Environment, University of California Davis",2013-2022,,Agricultural and Biological Sciences; Environmental Science,United States,https://escholarship.org/uc/jmie_sfews,North America,7,803,810,0.008641975308641974
8495,journal,Sang-Thrombose-Vaisseaux,0,home,https://www.jle.com/en/revues/stv/revue.phtml,27290.0,26065.0,Sang Thrombose Vaisseaux,journal,"09997385, 19506104","0,101",Q4,9.0,28.0,139.0,552.0,1.0,116.0,"0,01","19,71",Western Europe,John Libbey Eurotext,1990-2022,Hematology,Medicine,France,https://www.jle.com/en/revues/stv/revue.phtml,Europe,32,681,713,0.04488078541374474
8496,journal,Sangyo-eiseigaku-zasshi-Journal-of-occupational-health,0,home,https://www.sanei.or.jp/english/about/overview/index.html,22361.0,110141.0,Sangyo eiseigaku zasshi = Journal of occupational health,journal,13410725,"0,144",Q4,15.0,22.0,49.0,0.0,12.0,49.0,"0,14","0,00",Asiatic Region,Nihon Sangyo Eisei Gakkai,1995-2022,"Medicine;Public Health, Environmental and Occupational Health;Toxicology","Medicine; Pharmacology, Toxicology and Pharmaceutics",Japan,https://www.sanei.or.jp/?mode=view&cid=352,Asia,14,239,253,0.05533596837944664
8497,journal,Sante-Mentale-au-Quebec,0,home,https://www.erudit.org/en/journals/smq/,24258.0,14774.0,Sante Mentale au Quebec,journal,"17083923, 03836320","0,120",Q4,13.0,17.0,74.0,866.0,16.0,65.0,"0,23","50,94",Northern America,Revue Santé Mentale au Quebec,"1990-1998, 2004-2021",Clinical Psychology;Medicine;Psychiatry and Mental Health,Medicine; Psychology,Canada,https://www.erudit.org/en/journals/smq/,North America,9,770,779,0.011553273427471117
8498,journal,Sante-Mentale-et-Droit,0,home,https://www.sciencedirect.com/journal/sante-mentale-et-droit,27292.0,21101075356.0,Sante Mentale et Droit,journal,"27729710, 27729729","0,101",Q4,4.0,40.0,95.0,0.0,1.0,95.0,"0,01","0,00",Western Europe,Elsevier Masson s.r.l.,2022,Pathology and Forensic Medicine,Medicine; Nursing; Social Sciences,France,https://www.sciencedirect.com/journal/sante-mentale-et-droit,Europe,4,201,205,0.01951219512195122
8499,journal,Sante-Publique,0,home,https://www.sfsp.fr/lire-et-ecrire/la-revue-sante-publique/decouvrir-la-revue,22273.0,19333.0,Sante Publique,journal,09953914,"0,145",Q4,19.0,117.0,271.0,3113.0,103.0,257.0,"0,34","26,61",Western Europe,Societe Francaise de Sante Publique,"1947, 1973-1979, 1993, 1996-2022","Public Health, Environmental and Occupational Health",Medicine,France,https://www.sfsp.fr/lire-et-ecrire/la-revue-sante-publique/decouvrir-la-revue,Europe,56,1422,1478,0.037889039242219216
8500,journal,Sao-Paulo-Medical-Journal,0,home,https://www.apm.org.br/,13723.0,18825.0,Sao Paulo Medical Journal,journal,"15163180, 18069460","0,349",Q3,45.0,111.0,261.0,3341.0,365.0,227.0,"1,22","30,10",Latin America,Associacao Paulista de Medicina,1994-2022,Medicine,Medicine,Brazil,http://associacaopaulistamedicina.org.br/atualizacao-medica/revista-spmj,South America,98,2842,2940,0.03333333333333333
8501,journal,Sarcoidosis-Vasculitis-and-Diffuse-Lung-Diseases,0,home,https://mattioli1885journals.com/index.php/sarcoidosis,10005.0,19085.0,Sarcoidosis Vasculitis and Diffuse Lung Diseases,journal,11240490,"0,519",Q2,64.0,0.0,110.0,0.0,156.0,95.0,"1,32","0,00",Western Europe,Mattioli1885,1996-2021,Medicine;Immunology and Allergy;Internal Medicine;Pulmonary and Respiratory Medicine,Medicine,Italy,https://mattioli1885journals.com/index.php/sarcoidosis,Europe,110,1035,1145,0.09606986899563319
8502,journal,Sarhad-Journal-of-Agriculture,0,home,https://researcherslinks.com/journal/Sarhad-Journal-of-Agriculture/14,18248.0,21100877193.0,Sarhad Journal of Agriculture,journal,"10164383, 22245383","0,219",Q3,9.0,172.0,509.0,6156.0,377.0,509.0,"0,71","35,79",Western Europe,ResearchersLinks Ltd,2018-2022,Agricultural and Biological Sciences,Agricultural and Biological Sciences,United Kingdom,http://researcherslinks.com/journal/Sarhad-Journal-of-Agriculture/14,Europe,44,633,677,0.06499261447562776
8503,journal,Saude-e-Sociedade,0,home,https://www.revistas.usp.br/sausoc,15525.0,5700160328.0,Saude e Sociedade,journal,01041290,"0,288",Q3,24.0,100.0,310.0,2862.0,186.0,308.0,"0,55","28,62",Latin America,University of Sao Paolo,2008-2022,"Health;Public Health, Environmental and Occupational Health",Medicine; Social Sciences,Brazil,https://www.revistas.usp.br/sausoc,South America,7,321,328,0.021341463414634148
8504,journal,Saudi-Journal-of-Ophthalmology,0,home,https://www.sciencedirect.com/browse/journals-and-books,16738.0,19400158382.0,Saudi Journal of Ophthalmology,journal,"13194534, 25426680","0,254",Q3,31.0,62.0,224.0,2442.0,161.0,222.0,"0,28","39,39",Asiatic Region,Wolters Kluwer Medknow Publications,2009-2022,Ophthalmology,Medicine,India,https://www.journals.elsevier.com/saudi-journal-of-ophthalmology,Asia,4,201,205,0.01951219512195122
